Object_ID, Length, Assignment
163208-1,139,NA
163214-1,132,NA
163216-1,103,562
163218-1,147,NA
163224-1,94,NA
163228-1,154,NA
163229-1,126,NA
163230-1,94,NA
163235-1,83,NA
163236-1,129,562
163240-1,144,NA
163246-1,130,NA
163248-1,133,562
163251-1,134,1282
163255-1,122,NA
163257-1,150,NA
163267-1,130,NA
163271-1,117,NA
163272-1,164,NA
163277-1,66,NA
163278-1,147,NA
163279-1,148,NA
163285-1,84,NA
163288-1,133,NA
163289-1,143,NA
163290-1,120,NA
163293-1,167,NA
163294-1,161,NA
163295-1,67,NA
163298-1,120,NA
163304-1,123,NA
163308-1,161,562
163310-1,102,NA
163312-1,93,NA
163313-1,170,314255
163331-1,130,NA
163336-1,140,NA
163338-1,135,NA
163341-1,169,316
163346-1,140,NA
163351-1,149,562
163353-1,159,NA
163354-1,132,NA
163355-1,163,NA
163356-1,170,NA
163359-1,130,NA
163363-1,170,NA
163364-1,161,NA
163367-1,80,NA
163374-1,111,NA
163376-1,151,NA
163377-1,127,NA
163379-1,127,NA
163380-1,155,NA
163387-1,126,NA
163388-1,141,NA
163391-1,150,NA
163393-1,136,NA
163395-1,132,NA
163416-1,140,NA
163417-1,73,NA
163420-1,76,NA
163421-1,64,NA
163422-1,167,NA
163423-1,154,NA
163424-1,100,562
163426-1,147,NA
163437-1,116,NA
163443-1,83,562
163449-1,112,NA
163450-1,139,NA
163453-1,169,NA
163454-1,128,NA
163459-1,170,NA
163462-1,170,NA
163479-1,69,NA
163482-1,161,NA
163486-1,117,NA
163488-1,149,NA
163495-1,72,562
163497-1,85,NA
163501-1,133,NA
163504-1,157,NA
163505-1,128,NA
163513-1,138,NA
163517-1,83,NA
163519-1,168,1747
163526-1,103,NA
163528-1,165,NA
163534-1,132,NA
163539-1,119,NA
163540-1,167,NA
163542-1,120,NA
163544-1,132,NA
163545-1,136,NA
163546-1,136,NA
163552-1,164,NA
163560-1,140,NA
163563-1,72,NA
163564-1,84,NA
163568-1,140,NA
163569-1,99,NA
163578-1,67,NA
163581-1,79,NA
163586-1,93,NA
163594-1,164,236097
163596-1,97,NA
163599-1,170,NA
163601-1,141,562
163603-1,127,NA
163605-1,148,NA
163607-1,118,NA
163608-1,111,NA
163610-1,164,562
163614-1,64,NA
163619-1,135,NA
163621-1,150,NA
163626-1,120,NA
163629-1,160,NA
163631-1,124,NA
163634-1,145,NA
163640-1,109,NA
163643-1,97,NA
163650-1,98,NA
163652-1,144,NA
163666-1,126,NA
163677-1,133,NA
163681-1,82,NA
163688-1,129,1747
163690-1,98,NA
163692-1,72,NA
163698-1,108,NA
163700-1,136,NA
163704-1,163,NA
163711-1,160,562
163720-1,116,NA
163728-1,130,NA
163730-1,106,NA
163733-1,129,NA
163744-1,84,NA
163746-1,92,NA
163747-1,159,NA
163749-1,97,NA
163756-1,157,NA
163757-1,103,NA
163758-1,121,NA
163768-1,81,NA
163779-1,141,NA
163780-1,149,NA
163791-1,93,NA
163795-1,121,NA
163799-1,151,NA
163808-1,89,NA
163813-1,164,NA
163816-1,92,562
163832-1,125,1747
163833-1,130,NA
163837-1,143,NA
163842-1,134,NA
163843-1,126,NA
163849-1,111,NA
163853-1,127,NA
163859-1,90,NA
163862-1,168,1747
163865-1,157,1270
163872-1,147,NA
163873-1,71,NA
163874-1,125,NA
163878-1,65,624
163887-1,170,NA
163889-1,161,NA
163891-1,154,NA
163894-1,129,NA
163901-1,165,NA
163903-1,100,NA
163904-1,131,NA
163905-1,137,NA
163908-1,96,NA
163913-1,127,NA
163919-1,133,NA
163921-1,97,NA
163925-1,102,562
163927-1,112,NA
163930-1,92,28450
163935-1,131,NA
163940-1,132,NA
163947-1,167,NA
163953-1,154,1305
163954-1,122,NA
163956-1,65,NA
163962-1,136,NA
163968-1,115,439497
163969-1,152,NA
163979-1,136,NA
163981-1,135,NA
163985-1,168,NA
163990-1,136,563037
163991-1,132,NA
163999-1,126,NA
164000-1,134,NA
164003-1,137,NA
164006-1,113,NA
164011-1,111,160791
164012-1,134,NA
164016-1,163,NA
164017-1,166,NA
164029-1,146,28901
164030-1,149,NA
164031-1,139,NA
164055-1,154,NA
164059-1,152,NA
164060-1,141,NA
164066-1,137,NA
164068-1,131,NA
164069-1,137,562
164071-1,148,562
164074-1,128,NA
164075-1,114,NA
164083-1,162,562
164085-1,135,1747
164086-1,137,NA
164089-1,123,NA
164093-1,168,NA
164095-1,129,NA
164100-1,165,NA
164108-1,130,332056
164111-1,170,NA
164112-1,106,NA
164113-1,131,1747
164116-1,125,562
164126-1,127,NA
164127-1,162,NA
164128-1,154,NA
164129-1,168,NA
164130-1,158,NA
164132-1,153,NA
164144-1,129,NA
164151-1,129,NA
164154-1,157,NA
164155-1,93,NA
164156-1,161,NA
164158-1,111,NA
164160-1,125,NA
164178-1,170,NA
164182-1,151,NA
164183-1,84,NA
164187-1,147,NA
164190-1,101,NA
164200-1,144,NA
164206-1,107,NA
164207-1,138,NA
164212-1,155,NA
164228-1,168,NA
164230-1,89,NA
164236-1,64,NA
164242-1,140,562
164247-1,170,305
164254-1,128,NA
164257-1,165,NA
164259-1,100,NA
164260-1,150,487
164262-1,128,NA
164274-1,131,NA
164276-1,133,NA
164281-1,105,NA
164284-1,142,NA
164286-1,125,NA
164289-1,144,NA
164290-1,145,NA
164298-1,163,NA
164304-1,159,NA
164307-1,136,NA
164314-1,138,NA
164327-1,134,204773
164331-1,97,152480
164336-1,136,NA
164344-1,126,NA
164349-1,139,NA
164351-1,79,NA
164362-1,96,1747
164363-1,170,NA
164364-1,155,NA
164365-1,125,NA
164379-1,134,NA
164381-1,109,NA
164385-1,126,NA
164387-1,152,NA
164392-1,140,NA
164398-1,83,NA
164408-1,139,NA
164411-1,158,NA
164413-1,147,NA
164419-1,133,NA
164427-1,142,NA
164429-1,141,NA
164431-1,146,NA
164432-1,159,NA
164434-1,118,NA
164438-1,170,NA
164443-1,126,NA
164446-1,129,NA
164449-1,170,NA
164452-1,93,NA
164455-1,150,562
164457-1,170,NA
164465-1,170,562
164466-1,129,NA
164471-1,131,1747
164476-1,163,339
164478-1,148,NA
164479-1,134,NA
164480-1,127,NA
164488-1,84,NA
164502-1,123,NA
164503-1,129,NA
164514-1,123,NA
164517-1,124,NA
164524-1,150,NA
164528-1,161,NA
164536-1,170,408
164539-1,166,NA
164551-1,137,NA
164552-1,155,NA
164554-1,170,NA
164566-1,119,NA
164575-1,140,NA
164579-1,149,NA
164586-1,170,NA
164600-1,125,NA
164603-1,143,NA
164605-1,146,NA
164607-1,116,NA
164613-1,157,NA
164629-1,102,NA
164632-1,123,NA
164638-1,128,NA
164642-1,152,NA
164646-1,132,NA
164655-1,141,NA
164656-1,132,562
164657-1,163,40216
164681-1,127,NA
164682-1,81,NA
164689-1,120,NA
164694-1,167,NA
164709-1,162,NA
164712-1,129,NA
164713-1,137,NA
164716-1,130,NA
164718-1,133,NA
164719-1,60,562
164720-1,93,NA
164722-1,130,NA
164723-1,86,NA
164730-1,112,NA
164731-1,106,NA
164738-1,139,NA
164745-1,137,NA
164746-1,135,NA
164754-1,131,NA
164760-1,155,NA
164764-1,163,NA
164766-1,130,NA
164768-1,122,NA
164772-1,167,621
164773-1,129,NA
164776-1,132,NA
164777-1,161,NA
164780-1,96,NA
164782-1,134,1747
164787-1,107,NA
164795-1,113,NA
164802-1,146,NA
164803-1,108,NA
164805-1,116,NA
164807-1,110,NA
164808-1,133,NA
164815-1,133,NA
164818-1,154,NA
164825-1,127,562
164826-1,127,NA
164827-1,102,NA
164828-1,125,NA
164832-1,138,NA
164842-1,162,NA
164858-1,162,NA
164865-1,151,NA
164867-1,130,NA
164869-1,148,NA
164877-1,133,NA
164880-1,133,NA
164883-1,124,NA
164884-1,89,NA
164886-1,166,NA
164890-1,126,NA
164892-1,161,NA
164895-1,132,NA
164899-1,146,NA
164901-1,94,NA
164909-1,95,1747
164910-1,128,1747
164912-1,135,NA
164925-1,131,964
164927-1,121,562
164941-1,61,NA
164942-1,127,NA
164945-1,115,NA
164947-1,67,NA
164948-1,73,562
164949-1,126,NA
164950-1,125,562
164953-1,130,NA
164958-1,133,NA
164959-1,168,NA
164960-1,135,NA
164964-1,138,NA
164970-1,123,NA
164971-1,136,NA
164979-1,151,NA
164980-1,107,NA
164981-1,136,NA
164983-1,92,NA
164992-1,158,NA
164997-1,154,NA
165013-1,170,NA
165021-1,170,NA
165023-1,75,NA
165028-1,111,NA
165033-1,72,NA
165035-1,148,NA
165037-1,136,NA
165045-1,170,NA
165047-1,135,NA
165048-1,133,339
165056-1,63,NA
165060-1,129,NA
165065-1,85,NA
165075-1,161,562
165082-1,117,NA
165087-1,170,NA
165091-1,144,NA
165097-1,142,623
165099-1,151,NA
165107-1,129,NA
165109-1,147,NA
165121-1,128,NA
165128-1,156,562
165130-1,127,1747
165133-1,64,NA
165137-1,100,NA
165141-1,147,NA
165147-1,120,NA
165148-1,82,NA
165151-1,137,NA
165155-1,124,1260
165156-1,101,5691
165157-1,100,NA
165161-1,136,NA
165165-1,163,NA
165174-1,87,NA
165176-1,165,NA
165196-1,139,NA
165198-1,162,NA
165200-1,87,NA
165201-1,125,NA
165203-1,136,NA
165218-1,70,NA
165222-1,152,NA
165225-1,156,NA
165232-1,133,NA
165233-1,103,NA
165234-1,145,1747
165239-1,131,NA
165250-1,156,NA
165253-1,155,NA
165254-1,74,562
165261-1,76,NA
165262-1,99,NA
165273-1,76,NA
165275-1,167,NA
165286-1,111,NA
165289-1,135,562
165290-1,135,NA
165292-1,112,NA
165293-1,170,NA
165304-1,170,NA
165305-1,125,NA
165306-1,161,NA
165319-1,163,300
165321-1,134,NA
165322-1,90,NA
165326-1,159,NA
165329-1,80,NA
165332-1,142,NA
165337-1,147,NA
165341-1,156,NA
165343-1,145,391601
165344-1,135,28449
165348-1,145,NA
165353-1,108,NA
165356-1,152,NA
165370-1,118,NA
165377-1,144,NA
165382-1,131,NA
165384-1,80,NA
165386-1,141,NA
165391-1,132,NA
165399-1,96,NA
165400-1,164,NA
165402-1,164,NA
165404-1,130,NA
165406-1,155,NA
165414-1,166,NA
165416-1,132,NA
165419-1,136,NA
165423-1,84,NA
165427-1,170,NA
165440-1,79,NA
165441-1,125,NA
165445-1,81,NA
165453-1,61,NA
165456-1,159,NA
165472-1,105,NA
165475-1,93,NA
165479-1,133,NA
165483-1,155,NA
165486-1,163,NA
165489-1,76,NA
165493-1,64,NA
165498-1,113,NA
165503-1,112,119219
165504-1,65,NA
165512-1,132,NA
165519-1,99,NA
165530-1,132,NA
165544-1,170,NA
165553-1,71,NA
165556-1,170,NA
165562-1,87,NA
165565-1,156,NA
165572-1,84,NA
165581-1,135,NA
165586-1,156,NA
165587-1,126,NA
165600-1,142,NA
165602-1,132,NA
165605-1,98,NA
165607-1,105,NA
165613-1,163,NA
165618-1,170,NA
165623-1,135,NA
165626-1,170,562
165631-1,140,NA
165642-1,123,NA
165646-1,145,NA
165649-1,131,NA
165655-1,116,NA
165660-1,148,NA
165661-1,131,562
165663-1,68,NA
165669-1,89,NA
165671-1,170,NA
165681-1,133,NA
165686-1,76,NA
165690-1,170,NA
165692-1,112,NA
165695-1,88,NA
165700-1,124,NA
165702-1,163,NA
165703-1,105,NA
165705-1,170,NA
165706-1,108,NA
165709-1,162,NA
165728-1,128,NA
165729-1,108,NA
165739-1,170,NA
165753-1,129,303
165755-1,170,NA
165758-1,127,303
165761-1,118,NA
165765-1,148,NA
165770-1,167,NA
165779-1,136,NA
165791-1,65,NA
165798-1,87,1747
165799-1,143,562
165802-1,126,NA
165805-1,83,NA
165808-1,71,NA
165813-1,112,NA
165815-1,65,NA
165818-1,132,NA
165819-1,132,NA
165825-1,157,NA
165827-1,99,NA
165831-1,73,NA
165832-1,154,NA
165838-1,170,NA
165840-1,126,NA
165843-1,113,NA
165845-1,67,NA
165846-1,136,NA
165854-1,133,NA
165855-1,132,NA
165858-1,94,NA
165866-1,158,1747
165871-1,92,NA
165875-1,79,NA
165900-1,137,NA
165903-1,126,562
165904-1,121,NA
165907-1,141,NA
165911-1,169,NA
165920-1,73,NA
165921-1,152,NA
165922-1,155,562
165925-1,124,NA
165927-1,81,NA
165929-1,165,NA
165932-1,126,NA
165943-1,159,NA
165944-1,148,NA
165948-1,86,NA
165949-1,161,NA
165955-1,147,NA
165959-1,84,1260
165964-1,63,NA
165965-1,127,562
165976-1,144,NA
165982-1,170,623
165983-1,102,NA
165991-1,161,NA
165994-1,146,28450
165997-1,133,NA
165998-1,104,1747
166000-1,145,NA
166002-1,139,NA
166005-1,170,562
166006-1,77,NA
166010-1,117,NA
166011-1,87,NA
166014-1,170,NA
166017-1,153,NA
166021-1,138,NA
166023-1,155,NA
166026-1,155,1313
166032-1,129,NA
166034-1,170,NA
166038-1,125,NA
166039-1,124,NA
166043-1,170,NA
166048-1,138,NA
166049-1,86,NA
166061-1,166,NA
166069-1,76,NA
166080-1,84,NA
166081-1,124,NA
166083-1,140,NA
166086-1,75,NA
166087-1,99,NA
166089-1,128,NA
166093-1,85,562
166105-1,132,NA
166106-1,105,NA
166109-1,121,NA
166134-1,148,562
166138-1,169,NA
166141-1,162,1747
166142-1,167,NA
166149-1,146,NA
166150-1,104,NA
166154-1,99,NA
166157-1,134,NA
166158-1,129,87883
166175-1,98,562
166186-1,87,NA
166189-1,147,NA
166193-1,170,NA
166194-1,128,562
166200-1,140,NA
166205-1,97,NA
166211-1,128,NA
166223-1,98,NA
166228-1,115,NA
166234-1,139,NA
166235-1,149,NA
166237-1,146,NA
166239-1,73,NA
166240-1,93,NA
166242-1,121,NA
166248-1,169,562
166249-1,133,NA
166250-1,112,NA
166252-1,127,NA
166256-1,105,NA
166257-1,108,NA
166259-1,136,28901
166269-1,145,NA
166272-1,123,NA
166274-1,126,NA
166285-1,169,87883
166291-1,170,NA
166296-1,163,NA
166297-1,170,NA
166302-1,157,562
166306-1,79,NA
166309-1,170,562
166312-1,165,NA
166313-1,139,NA
166314-1,146,NA
166315-1,88,NA
166318-1,127,NA
166323-1,123,1747
166330-1,138,NA
166332-1,95,NA
166338-1,144,NA
166345-1,162,562
166347-1,89,NA
166349-1,142,NA
166350-1,60,NA
166351-1,144,87883
166356-1,88,NA
166357-1,61,NA
166363-1,85,NA
166367-1,132,NA
166370-1,130,NA
166379-1,154,NA
166380-1,112,NA
166383-1,132,NA
166391-1,127,NA
166394-1,84,NA
166395-1,135,NA
166398-1,127,NA
166412-1,144,562
166414-1,157,NA
166416-1,157,NA
166419-1,110,NA
166422-1,126,NA
166432-1,167,562
166433-1,104,NA
166435-1,165,621
166450-1,156,NA
166456-1,160,NA
166458-1,168,1747
166470-1,169,314722
166473-1,160,NA
166486-1,160,NA
166497-1,139,NA
166502-1,144,562
166503-1,126,NA
166506-1,109,NA
166511-1,62,179636
166517-1,109,1747
166518-1,124,380
166520-1,129,NA
166531-1,137,NA
166535-1,124,NA
166541-1,158,NA
166544-1,123,NA
166548-1,152,287
166551-1,110,NA
166553-1,131,87883
166557-1,96,NA
166560-1,127,NA
166564-1,170,NA
166567-1,155,NA
166570-1,150,562
166572-1,164,NA
166579-1,95,NA
166584-1,168,NA
166586-1,126,NA
166592-1,122,NA
166593-1,158,562
166597-1,106,NA
166598-1,158,562
166608-1,64,NA
166610-1,104,562
166614-1,148,NA
166616-1,158,NA
166620-1,101,NA
166627-1,156,NA
166629-1,97,NA
166644-1,144,482957
166650-1,140,NA
166653-1,87,NA
166655-1,111,1270
166668-1,136,NA
166671-1,148,NA
166683-1,143,NA
166684-1,158,NA
166690-1,151,NA
166693-1,130,1747
166710-1,136,NA
166714-1,92,NA
166717-1,145,NA
166718-1,122,NA
166722-1,134,NA
166723-1,90,NA
166725-1,84,NA
166726-1,80,NA
166731-1,135,NA
166732-1,135,NA
166735-1,130,NA
166737-1,91,294
166741-1,124,NA
166746-1,141,1747
166758-1,143,NA
166769-1,161,NA
166781-1,169,NA
166785-1,136,NA
166788-1,126,NA
166791-1,99,562
166792-1,129,NA
166793-1,112,NA
166806-1,170,NA
166811-1,161,562
166813-1,130,562
166815-1,163,NA
166817-1,110,NA
166818-1,137,1747
166829-1,128,NA
166835-1,153,28450
166841-1,160,NA
166851-1,143,NA
166853-1,83,NA
166859-1,142,NA
166861-1,161,NA
166868-1,166,NA
166871-1,136,1270
166875-1,162,NA
166879-1,170,NA
166887-1,80,623
166891-1,147,NA
166894-1,78,NA
166897-1,133,NA
166906-1,123,NA
166912-1,100,NA
166913-1,128,NA
166914-1,73,NA
166924-1,72,562
166930-1,133,NA
166934-1,136,562
166936-1,170,NA
166943-1,155,NA
166944-1,134,NA
166951-1,155,NA
166961-1,170,1747
166963-1,63,NA
166964-1,163,NA
166967-1,114,NA
166968-1,104,1747
166975-1,149,NA
166986-1,126,NA
166992-1,164,NA
166993-1,112,NA
166998-1,162,NA
167000-1,170,NA
167001-1,168,NA
167015-1,91,NA
167018-1,94,NA
167020-1,130,NA
167025-1,125,152480
167026-1,153,NA
167031-1,61,NA
167040-1,134,NA
167046-1,79,NA
167051-1,162,NA
167057-1,165,NA
167061-1,118,562
167086-1,137,NA
167092-1,136,NA
167094-1,133,NA
167101-1,133,NA
167102-1,121,NA
167106-1,138,NA
167117-1,122,NA
167118-1,130,NA
167142-1,151,NA
167143-1,156,NA
167145-1,157,NA
167146-1,130,NA
167152-1,124,NA
167154-1,155,NA
167162-1,127,NA
167168-1,89,1747
167176-1,75,NA
167178-1,114,NA
167182-1,148,562
167183-1,89,NA
167185-1,100,NA
167191-1,132,57975
167194-1,149,562
167197-1,139,NA
167208-1,130,NA
167210-1,123,NA
167211-1,133,NA
167212-1,153,NA
167218-1,98,NA
167227-1,150,NA
167228-1,114,NA
167231-1,129,NA
167233-1,154,NA
167236-1,74,NA
167237-1,98,NA
167240-1,170,NA
167241-1,83,NA
167247-1,155,NA
167248-1,78,NA
167250-1,76,457416
167255-1,113,562
167259-1,115,1747
167265-1,81,NA
167272-1,147,NA
167273-1,153,NA
167279-1,134,287
167282-1,170,NA
167285-1,133,NA
167286-1,87,NA
167292-1,116,NA
167297-1,165,NA
167302-1,170,NA
167305-1,101,NA
167310-1,135,NA
167316-1,150,NA
167317-1,154,NA
167323-1,150,NA
167325-1,116,NA
167328-1,87,NA
167337-1,170,NA
167345-1,155,NA
167347-1,115,NA
167355-1,163,NA
167363-1,86,1282
167365-1,136,NA
167380-1,68,NA
167381-1,105,1747
167383-1,148,NA
167398-1,170,NA
167410-1,113,502394
167415-1,133,NA
167416-1,120,28901
167418-1,116,NA
167419-1,144,562
167424-1,130,NA
167430-1,145,NA
167431-1,168,NA
167433-1,170,NA
167436-1,98,NA
167438-1,136,1747
167442-1,124,NA
167444-1,68,NA
167449-1,152,NA
167458-1,152,NA
167462-1,120,NA
167463-1,124,NA
167466-1,128,NA
167469-1,132,NA
167470-1,130,80867
167480-1,133,NA
167487-1,145,380021
167496-1,69,NA
167506-1,147,NA
167507-1,105,NA
167509-1,119,562
167515-1,91,NA
167518-1,166,NA
167520-1,150,NA
167525-1,170,562
167527-1,162,NA
167530-1,138,NA
167534-1,157,562
167535-1,60,NA
167538-1,126,NA
167540-1,66,NA
167542-1,133,NA
167545-1,129,NA
167546-1,138,NA
167547-1,157,NA
167552-1,142,562
167558-1,63,NA
167564-1,150,562
167570-1,124,NA
167578-1,136,NA
167588-1,88,562
167590-1,73,NA
167597-1,148,562
167599-1,130,NA
167601-1,143,NA
167606-1,140,NA
167611-1,150,NA
167616-1,144,NA
167617-1,128,NA
167622-1,137,NA
167623-1,145,NA
167633-1,160,NA
167637-1,170,NA
167644-1,163,NA
167648-1,136,NA
167653-1,170,NA
167658-1,167,562
167663-1,61,NA
167670-1,136,NA
167671-1,138,1747
167675-1,158,NA
167678-1,152,NA
167681-1,144,NA
167685-1,111,NA
167687-1,60,NA
167689-1,141,623
167694-1,161,NA
167695-1,170,NA
167707-1,105,NA
167708-1,127,NA
167715-1,125,NA
167717-1,158,NA
167718-1,127,NA
167720-1,123,NA
167723-1,156,NA
167730-1,149,1747
167735-1,148,329
167741-1,108,NA
167744-1,170,623
167746-1,126,NA
167750-1,130,NA
167757-1,170,NA
167761-1,153,652716
167762-1,85,72174
167766-1,69,NA
167774-1,149,1747
167781-1,126,NA
167785-1,170,NA
167786-1,140,NA
167796-1,127,NA
167798-1,132,NA
167799-1,136,NA
167801-1,102,NA
167805-1,126,NA
167806-1,165,NA
167808-1,139,NA
167809-1,130,NA
167811-1,86,NA
167812-1,138,NA
167816-1,143,NA
167820-1,155,NA
167828-1,134,NA
167832-1,127,NA
167833-1,133,NA
167835-1,158,NA
167839-1,82,NA
167840-1,96,NA
167841-1,136,NA
167844-1,106,NA
167846-1,151,NA
167849-1,116,NA
167852-1,167,NA
167857-1,61,1260
167858-1,161,NA
167860-1,95,339
167868-1,168,NA
167872-1,132,NA
167876-1,129,NA
167879-1,126,NA
167882-1,101,NA
167883-1,68,562
167885-1,109,NA
167887-1,141,NA
167891-1,140,NA
167895-1,65,NA
167906-1,145,28447
167907-1,127,NA
167909-1,111,NA
167910-1,91,NA
167918-1,105,NA
167922-1,138,NA
167924-1,160,NA
167926-1,87,NA
167927-1,111,NA
167935-1,143,NA
167937-1,140,NA
167946-1,89,NA
167947-1,122,NA
167948-1,165,NA
167952-1,116,562
167955-1,133,NA
167957-1,131,NA
167960-1,155,NA
167965-1,167,NA
167972-1,61,NA
167976-1,132,NA
167979-1,170,NA
167981-1,154,NA
167985-1,162,NA
167988-1,83,102684
167992-1,132,303
167996-1,138,NA
167998-1,132,NA
168001-1,87,NA
168008-1,122,NA
168018-1,82,NA
168020-1,158,NA
168021-1,64,NA
168023-1,74,NA
168030-1,92,NA
168037-1,99,562
168050-1,156,NA
168053-1,127,NA
168055-1,83,NA
168062-1,113,NA
168065-1,71,NA
168066-1,134,NA
168069-1,141,NA
168071-1,98,NA
168072-1,125,NA
168075-1,154,NA
168076-1,136,NA
168082-1,91,930166
168083-1,161,NA
168089-1,82,NA
168094-1,71,NA
168097-1,163,NA
168100-1,157,NA
168102-1,133,NA
168116-1,82,NA
168117-1,106,NA
168118-1,168,NA
168123-1,170,NA
168134-1,165,NA
168137-1,97,95486
168144-1,125,NA
168146-1,127,NA
168150-1,132,NA
168155-1,155,NA
168158-1,135,NA
168159-1,116,NA
168160-1,168,NA
168162-1,137,NA
168166-1,80,NA
168167-1,74,NA
168174-1,131,NA
168177-1,170,NA
168187-1,138,NA
168194-1,95,NA
168195-1,115,NA
168202-1,150,40214
168207-1,136,NA
168209-1,62,NA
168210-1,62,NA
168213-1,151,NA
168220-1,127,NA
168223-1,128,NA
168226-1,114,NA
168232-1,132,562
168243-1,82,NA
168245-1,66,NA
168250-1,163,NA
168251-1,136,NA
168252-1,126,NA
168258-1,165,NA
168259-1,170,NA
168261-1,98,562
168264-1,159,NA
168268-1,170,562
168270-1,164,1747
168272-1,150,NA
168274-1,152,NA
168277-1,154,NA
168279-1,170,1747
168280-1,110,287
168284-1,115,NA
168288-1,170,NA
168302-1,139,NA
168304-1,166,NA
168315-1,143,NA
168317-1,126,NA
168318-1,133,NA
168319-1,134,NA
168320-1,74,NA
168321-1,167,562
168330-1,123,NA
168338-1,80,NA
168339-1,132,536
168342-1,78,NA
168343-1,78,NA
168346-1,135,NA
168353-1,167,NA
168359-1,131,NA
168369-1,115,NA
168387-1,148,NA
168389-1,162,NA
168391-1,97,NA
168395-1,166,562
168397-1,86,NA
168400-1,144,NA
168414-1,162,NA
168416-1,90,NA
168419-1,162,NA
168422-1,137,NA
168426-1,110,NA
168431-1,166,119219
168433-1,121,NA
168435-1,115,NA
168437-1,138,NA
168448-1,130,NA
168452-1,124,NA
168455-1,90,NA
168460-1,117,1747
168465-1,170,1747
168466-1,126,NA
168468-1,109,NA
168469-1,155,NA
168471-1,79,NA
168480-1,105,NA
168482-1,155,NA
168485-1,151,NA
168486-1,114,562
168488-1,145,NA
168491-1,168,NA
168503-1,170,NA
168512-1,139,NA
168522-1,150,NA
168525-1,129,NA
168526-1,158,1747
168534-1,132,NA
168536-1,166,745310
168543-1,154,NA
168549-1,127,NA
168551-1,133,NA
168554-1,121,NA
168555-1,156,623
168569-1,132,NA
168570-1,71,NA
168587-1,170,NA
168594-1,149,NA
168599-1,72,NA
168602-1,90,NA
168605-1,138,NA
168606-1,138,NA
168613-1,125,NA
168614-1,130,NA
168617-1,140,NA
168624-1,89,NA
168627-1,91,NA
168633-1,154,NA
168655-1,155,NA
168658-1,163,NA
168660-1,83,NA
168662-1,60,NA
168668-1,141,NA
168671-1,76,NA
168673-1,128,NA
168675-1,143,NA
168679-1,129,NA
168681-1,67,NA
168683-1,153,NA
168685-1,130,NA
168687-1,134,NA
168691-1,143,NA
168697-1,60,NA
168699-1,169,46429
168700-1,133,NA
168701-1,143,NA
168709-1,125,NA
168710-1,61,44689
168717-1,128,NA
168720-1,129,624
168722-1,92,NA
168723-1,123,NA
168724-1,129,624
168728-1,148,NA
168734-1,102,NA
168742-1,132,NA
168744-1,133,NA
168745-1,111,562
168748-1,170,NA
168759-1,114,NA
168760-1,142,NA
168762-1,138,NA
168764-1,67,NA
168765-1,162,NA
168766-1,170,1747
168773-1,139,NA
168780-1,124,562
168789-1,159,43669
168793-1,95,NA
168802-1,127,NA
168805-1,170,1313
168810-1,140,NA
168813-1,125,NA
168814-1,138,NA
168815-1,135,NA
168822-1,62,NA
168825-1,148,NA
168830-1,153,NA
168832-1,131,NA
168836-1,68,NA
168837-1,111,NA
168840-1,148,NA
168841-1,93,NA
168844-1,167,1747
168847-1,157,1398
168848-1,170,NA
168849-1,135,28901
168856-1,133,562
168857-1,117,NA
168860-1,136,NA
168861-1,150,NA
168862-1,101,NA
168863-1,141,NA
168864-1,138,NA
168868-1,163,39486
168880-1,135,296591
168881-1,71,NA
168882-1,164,NA
168884-1,82,NA
168893-1,144,NA
168894-1,127,NA
168897-1,145,NA
168898-1,75,NA
168899-1,97,NA
168900-1,66,NA
168901-1,157,NA
168904-1,132,NA
168908-1,152,1280
168915-1,159,NA
168918-1,167,NA
168921-1,139,117207
168929-1,105,44689
168930-1,169,NA
168933-1,149,NA
168935-1,130,NA
168937-1,102,562
168940-1,68,NA
168951-1,126,NA
168953-1,138,NA
168954-1,129,NA
168965-1,71,NA
168969-1,105,NA
168973-1,112,562
168978-1,138,NA
168981-1,145,NA
168982-1,67,NA
168983-1,127,NA
168986-1,63,NA
168989-1,143,NA
168991-1,148,562
169009-1,162,NA
169010-1,140,NA
169018-1,108,NA
169021-1,148,1270
169024-1,152,562
169025-1,108,NA
169028-1,146,NA
169029-1,170,NA
169033-1,119,NA
169051-1,134,NA
169056-1,119,NA
169061-1,125,NA
169063-1,124,NA
169085-1,170,NA
169086-1,163,NA
169092-1,139,NA
169094-1,142,NA
169103-1,144,NA
169111-1,139,294
169125-1,136,NA
169129-1,127,1747
169135-1,156,NA
169139-1,113,NA
169141-1,157,NA
169145-1,132,562
169147-1,82,745310
169154-1,120,NA
169155-1,135,NA
169160-1,154,NA
169163-1,136,NA
169165-1,136,NA
169166-1,164,NA
169178-1,136,NA
169182-1,135,NA
169190-1,153,NA
169191-1,170,NA
169203-1,150,NA
169206-1,168,NA
169215-1,131,NA
169219-1,126,234831
169223-1,131,NA
169233-1,107,NA
169239-1,164,NA
169243-1,71,NA
169245-1,170,NA
169250-1,134,NA
169253-1,155,95486
169255-1,170,NA
169256-1,164,NA
169260-1,146,NA
169261-1,139,NA
169262-1,84,NA
169263-1,164,562
169267-1,134,NA
169272-1,140,NA
169277-1,143,NA
169281-1,133,NA
169286-1,110,NA
169290-1,167,1282
169291-1,135,NA
169292-1,132,NA
169293-1,121,NA
169296-1,130,NA
169302-1,124,NA
169313-1,65,NA
